trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,fixation.stopped,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
10,0,10,0,14.197580799998832,,14.127574999991339,10,14.197580799998832,14.197580799998832,0.039840400000684895,15.215919800000847,15.898781699987012,[0.5025],[-0.23583333333333334],[1],[0],[0],[1.7316640000062762],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
11,0,11,0,15.968718699994497,,15.90183529999922,10,15.968718699994497,15.968718699994497,0.04034750000573695,17.001627199992072,17.471162999994704,[-0.17583333333333334],[0.115],[1],[0],[0],[1.5292060999927344],[],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
12,0,12,0,17.53909869999916,,17.47433879999153,10,17.53909869999916,17.53909869999916,0.03203879999637138,18.596790099996724,19.35639749999973,[-0.2975],[0.3283333333333333],[1],[0],[0],[1.850213800003985],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
13,0,13,0,19.436310799996136,,19.35959300000104,10,19.436310799996136,19.436310799996136,0.03729959999327548,20.501518299992313,20.89500939998834,[-0.4166666666666667],[0.17333333333333334],[1],[0],[0],[1.498406700004125],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
14,0,14,0,20.97324049999588,,20.899065899997368,10,20.97324049999588,20.97324049999588,0.030910000001313165,22.042424599989317,22.280211799996323,[-0.44666666666666666],[0.065],[1],[0],[0],[1.3503712999954587],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
15,0,15,0,22.379974899988156,,22.290806399993016,10,22.379974899988156,22.379974899988156,0.040931700001237914,23.444378100000904,24.80118009999569,[0.051666666666666666],[0.2608333333333333],[1],[0],[0],[2.4709476999996696],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
16,0,16,0,24.895065499993507,,24.80443029999151,10,24.895065499993507,24.895065499993507,0.032361000005039386,25.932579399988754,26.05616619999637,[-0.345],[0.2966666666666667],[1],[0],[0],[1.219552599999588],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
17,0,17,0,26.084454699986964,,26.05965149999247,5,26.084454699986964,26.084454699986964,0.016743800006224774,27.099530599996797,27.487721599987708,[0.34833333333333333],[0.025833333333333333],[1],[0],[0],[1.4113772999990033],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
18,0,18,0,27.538357400000677,,27.49189849999675,10,27.538357400000677,27.538357400000677,0.03282460001355503,28.551531999997678,29.333275199998752,[-0.48],[-0.0016666666666666668],[1],[0],[0],[1.808955300002708],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
19,0,19,0,29.39106009999523,,29.336430600000313,10,29.39106009999523,29.39106009999523,0.03303570000571199,30.407355799994548,31.199396999989403,[-0.05583333333333333],[-0.44416666666666665],[1],[0],[0],[1.8302230999979656],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
20,0,20,0,31.26016289999825,,31.20273129999987,10,31.26016289999825,31.26016289999825,0.031328900004155,32.28966509999009,33.83587949999492,[0.4166666666666667],[-0.4058333333333333],[1],[0],[0],[2.6020655000029365],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
21,0,21,0,33.863861299993005,,33.83902869999292,5,33.863861299993005,33.863861299993005,0.01722660000086762,34.86633789999178,35.4194342999981,[0.1325],[-0.275],[1],[0],[0],[1.5631714000046486],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
22,0,22,0,35.451421999998274,,35.424022699997295,5,35.451421999998274,35.451421999998274,0.019418300013057888,,36.36782769999991,[0.14333333333333334],[-0.22583333333333333],[1],[0],[0],[0.9247547000122722],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
23,0,23,0,36.39634159998968,,36.37174170000071,5,36.39634159998968,36.39634159998968,0.017077700002118945,37.399330499989446,38.78440749998845,[0.4508333333333333],[0.43416666666666665],[1],[0],[0],[2.3960249000083422],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
24,0,24,0,38.835907499989844,,38.78777489998902,10,38.835907499989844,38.835907499989844,0.03282740000577178,39.84648819999711,40.85077249999449,[-0.029166666666666667],[0.11083333333333334],[1],[0],[0],[2.0304968999989796],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
25,0,25,0,40.90778569999384,,40.853877000001376,10,40.90778569999384,40.90778569999384,0.031272799998987466,41.91950969999016,42.6383688999922,[-0.44166666666666665],[0.12916666666666668],[1],[0],[0],[1.753458999999566],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
26,0,26,0,42.66969509999035,,42.64238179998938,5,42.66969509999035,42.66969509999035,0.018086500000208616,43.68377309999778,44.203467100000125,[-0.1825],[0.2658333333333333],[1],[0],[0],[1.5437288999964949],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
27,0,27,0,44.237060200001,,44.207551999992575,5,44.237060200001,44.237060200001,0.02142449999519158,45.24948980000045,45.98546669998905,[0.25416666666666665],[-0.16083333333333333],[1],[0],[0],[1.7564031000074465],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
28,0,28,0,46.01632029999746,,45.99007669999264,5,46.01632029999746,46.01632029999746,0.019040500003029592,47.01673249999294,47.135461199999554,[0.17583333333333334],[-0.03916666666666667],[1],[0],[0],[1.1263604999985546],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
29,0,29,0,47.188898299995344,,47.13961759999802,10,47.188898299995344,47.188898299995344,0.03450549999251962,48.199774299995624,48.41744639999524,[-0.17333333333333334],[0.2375],[1],[0],[0],[1.2435562000027858],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
30,0,30,0,48.46823839998979,,48.42048989998875,10,48.46823839998979,48.46823839998979,0.028785300004528835,49.482074799991096,49.72679390000121,[-0.0875],[0.23666666666666666],[1],[0],[0],[1.2776540000049863],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
31,0,31,0,49.78745540000091,,49.730251999993925,10,49.78745540000091,49.78745540000091,0.03135640000982676,50.809540699992795,54.538677499993355,[-0.37416666666666665],[-0.37833333333333335],[1],[0],[0],[4.7770465999929],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
32,0,32,0,54.56551909999689,,54.54167159998906,5,54.56551909999689,54.56551909999689,0.014682799999718554,55.56669539998984,55.98740379999799,[0.13666666666666666],[0.31333333333333335],[1],[0],[0],[1.4308375999971759],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
33,0,33,0,56.022446999995736,,55.99230639998859,5,56.022446999995736,56.022446999995736,0.0219202000007499,57.03365629998734,57.13617230000091,[-0.18],[0.32916666666666666],[1],[0],[0],[1.1219204000080936],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
34,0,34,0,57.18639769998845,,57.14070119999815,10,57.18639769998845,57.18639769998845,0.031786499996087514,58.19993989999057,59.13437439998961,[0.42583333333333334],[0.17916666666666667],[1],[0],[0],[1.9621629000030225],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
35,0,35,0,59.18817090000084,,59.13725309999427,10,59.18817090000084,59.18817090000084,0.030059199998504482,60.19661109999288,60.99111499999708,[-0.3125],[0.06666666666666667],[1],[0],[0],[1.8240249999944353],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
36,0,36,0,61.05996459999005,,60.99481959998957,10,61.05996459999005,61.05996459999005,0.039707100004306994,62.07616959999723,64.01015649999317,[0.2275],[0.24166666666666667],[1],[0],[0],[2.976412899995921],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
37,0,37,0,64.03907929999696,,64.01342029999068,5,64.03907929999696,64.03907929999696,0.017659399993135594,65.04984870000044,66.32010879999143,[-0.4766666666666667],[-0.33916666666666667],[1],[0],[0],[2.288758000009693],[],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
38,0,38,0,66.34985999998753,,66.32407779998903,5,66.34985999998753,66.34985999998753,0.018405499999062158,67.34998369999812,67.6862148999935,[-0.015833333333333335],[-0.2866666666666667],[1],[0],[0],[1.3438444999919739],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
39,0,39,0,67.71796929999255,,67.69126249999681,5,67.71796929999255,67.71796929999255,0.01931689999764785,68.73333779998939,70.23532119998708,[-0.45],[-0.08916666666666667],[1],[0],[0],[2.5252983999962453],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
40,0,40,0,70.26802129999851,,70.24034739998751,5,70.26802129999851,70.26802129999851,0.019524899995303713,71.2834157999896,71.83608899998944,[0.4691666666666667],[0.43666666666666665],[1],[0],[0],[1.5765908000030322],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
41,0,41,0,71.86631549999584,,71.84046419999504,5,71.86631549999584,71.86631549999584,0.018493800002033822,72.86782949999906,73.6192321999988,[-0.31],[-0.34833333333333333],[1],[0],[0],[1.7601798999967286],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
42,0,42,0,73.67183739999018,,73.62332199999946,10,73.67183739999018,73.67183739999018,0.03406470001209527,74.68365619999531,76.11836539999058,[0.44083333333333335],[0.055],[1],[0],[0],[2.4612652999931015],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
43,0,43,0,76.17228719999548,,76.12164339999435,10,76.17228719999548,76.17228719999548,0.029808799998136237,77.18976039999689,77.53470849999576,[0.43916666666666665],[-0.020833333333333332],[1],[0],[0],[1.3834848999977112],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
44,0,44,0,77.5955302999937,,77.53821289999178,10,77.5955302999937,77.5955302999937,0.03122490001260303,78.61665069998708,80.5488345999911,[-0.1625],[-0.2625],[1],[0],[0],[2.979521500004921],[],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
45,0,45,0,80.57514299999457,,80.55193329999747,5,80.57514299999457,80.57514299999457,0.015495500003453344,81.58360749999702,81.86967249998997,[-0.21333333333333335],[0.16416666666666666],[1],[0],[0],[1.3022866999963298],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
46,0,46,0,81.90106819999346,,81.87441629999375,5,81.90106819999346,81.90106819999346,0.018720899999607354,82.90027399999963,83.50194999999076,[-0.47583333333333333],[0.19833333333333333],[1],[0],[0],[1.6091622000094503],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
47,0,47,0,83.55440889998863,,83.50625249999575,10,83.55440889998863,83.55440889998863,0.03324330000032205,84.55908479999925,86.78615580000042,[0.14],[0.45166666666666666],[1],[0],[0],[3.246889400004875],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
48,0,48,0,86.8374485999957,,86.78937889999361,10,86.8374485999957,86.8374485999957,0.02814619999844581,87.85446339999908,88.51142699999036,[-0.19833333333333333],[0.11166666666666666],[1],[0],[0],[1.6943061000056332],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
49,0,49,0,88.57076159999997,,88.51497239999298,10,88.57076159999997,88.57076159999997,0.029013899998972192,89.59146679998958,90.0102676999959,[-0.28],[-0.17416666666666666],[1],[0],[0],[1.4665215999993961],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
50,0,50,0,90.0453695999895,,90.01487619998807,5,90.0453695999895,90.0453695999895,0.021228900004643947,91.05132199999935,91.8536208000005,[0.15833333333333333],[0.415],[1],[0],[0],[1.8175000000046566],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
51,0,51,0,91.88362219999544,,91.85854399998789,5,91.88362219999544,91.88362219999544,0.018133800011128187,92.88412199998857,93.40283679999993,[-0.013333333333333334],[0.39],[1],[0],[0],[1.5265025999979116],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
52,0,52,0,93.43460290000075,,93.40818600000057,5,93.43460290000075,93.43460290000075,0.018815499992342666,94.43390589999035,94.70396169999731,[0.47333333333333333],[0.2808333333333333],[1],[0],[0],[1.2771057000063593],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
53,0,53,0,94.75626809999812,,94.70877389999805,10,94.75626809999812,94.75626809999812,0.03266169999551494,95.76724819999072,97.65209009998944,[-0.41583333333333333],[0.0825],[1],[0],[0],[2.9111473000084516],[],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
54,0,54,0,97.68690209998749,,97.66007479999098,5,97.68690209998749,97.68690209998749,0.021177800008445047,98.700874999995,99.30468960000144,[0.08916666666666667],[-0.37666666666666665],[1],[0],[0],[1.6258539000118617],[],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
55,0,55,0,99.33720779999567,,99.30865500000073,5,99.33720779999567,99.33720779999567,0.019926199995097704,100.35084239998832,100.78843979998783,[-0.025833333333333333],[0.06166666666666667],[1],[0],[0],[1.4595111000089673],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
56,0,56,0,100.84237199999916,,100.79320559999906,10,100.84237199999916,100.84237199999916,0.03379539999878034,101.85089829999197,102.31825519999256,[0.2966666666666667],[0.21833333333333332],[1],[0],[0],[1.4917494999972405],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
57,0,57,0,102.34567559999414,,102.3213684999937,5,102.34567559999414,102.34567559999414,0.01669479999691248,103.35098529999959,103.9538109999994,[-0.09833333333333333],[-0.24166666666666667],[1],[0],[0],[1.6155208999989554],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
58,0,58,0,104.00847729999805,,103.95885999999882,10,104.00847729999805,104.00847729999805,0.03492829999595415,105.0217619999894,106.58532749999722,[-0.21083333333333334],[0.2025],[1],[0],[0],[2.5921112000069115],[],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
59,0,59,0,106.63904470000125,,106.58840789999522,10,106.63904470000125,106.63904470000125,0.0316298999969149,107.6664524999942,108.52132200000051,[0.33166666666666667],[-0.2625],[1],[0],[0],[1.9014879999886034],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
60,0,60,0,108.55025729999761,,108.52452690000064,5,108.55025729999761,108.55025729999761,0.017496499989647418,109.55087979999371,109.80399999998917,[0.31166666666666665],[-0.19666666666666666],[1],[0],[0],[1.2621440000075381],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
61,0,61,0,109.83384300000034,,109.80819129999145,5,109.83384300000034,109.83384300000034,0.018053699997835793,110.83428609999828,111.03618819999974,[0.4266666666666667],[-0.16],[1],[0],[0],[1.2100445999967633],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
62,0,62,0,111.08873089999543,,111.04097759998695,10,111.08873089999543,111.08873089999543,0.033046299999114126,112.08920360000047,112.51890309998998,[-0.42],[0.15583333333333332],[1],[0],[0],[1.4454226000088966],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
63,0,63,0,112.57584710000083,,112.52217949999613,10,112.57584710000083,112.57584710000083,0.03175059999921359,113.57953899999848,113.72985139999946,[-0.405],[0.08833333333333333],[1],[0],[0],[1.1761477999971248],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
64,0,64,0,113.75694959999237,,113.73298899999645,5,113.75694959999237,113.75694959999237,0.01591780000308063,114.76845930000127,115.42042719999154,[0.32],[-0.16416666666666666],[1],[0],[0],[1.6715841999975964],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
65,0,65,0,115.45071729998745,,115.42514539998956,5,115.45071729998745,115.45071729998745,0.018314200002350844,116.4512595999986,116.8865330999979,[0.4266666666666667],[-0.26],[1],[0],[0],[1.44343270000536],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
66,0,66,0,116.94001679999928,,116.89087409999047,10,116.94001679999928,116.94001679999928,0.034277500002644956,117.9596021999896,118.55188609998731,[0.39166666666666666],[0.26166666666666666],[1],[0],[0],[1.6271989999950165],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
67,0,67,0,118.61115119999158,,118.55493439998827,10,118.61115119999158,118.61115119999158,0.03574469999875873,119.62412739999127,120.71050729999843,[-0.024166666666666666],[-0.42],[1],[0],[0],[2.1198396000108914],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
68,0,68,0,120.74134199999389,,120.71353029999591,5,120.74134199999389,120.74134199999389,0.018314300003112294,121.7514463999978,122.03778220000095,[-0.22833333333333333],[0.37833333333333335],[1],[0],[0],[1.305625399996643],[],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
69,0,69,0,122.08859729999676,,122.04173389999778,10,122.08859729999676,122.08859729999676,0.03305050000199117,123.10130039999785,124.17240719999245,[-0.4691666666666667],[-0.3925],[1],[0],[0],[2.0978714999946533],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
70,0,70,0,124.20290730000124,,124.17533459998958,5,124.20290730000124,124.20290730000124,0.0199441000004299,125.20131689999835,125.62039859998913,[-0.425],[-0.30583333333333335],[1],[0],[0],[1.4251151999924332],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
71,0,71,0,125.67381249999744,,125.6248360999889,10,125.67381249999744,125.67381249999744,0.03363439999520779,126.68527419999009,127.71931819999008,[-0.16583333333333333],[-0.075],[1],[0],[0],[2.061239200003911],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
72,0,72,0,127.77442819999123,,127.72290639999846,10,127.77442819999123,127.77442819999123,0.030514099998981692,128.7931671999977,131.77052689999982,[-0.023333333333333334],[0.4816666666666667],[1],[0],[0],[4.017345000000205],[],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
73,0,73,0,131.83325279998826,,131.77368939999724,10,131.83325279998826,131.83325279998826,0.03265940000710543,132.85804890000145,134.1077435999905,[0.31916666666666665],[0.36583333333333334],[1],[0],[0],[2.3014279999915743],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
74,0,74,0,134.17500079999445,,134.11064279999118,10,134.17500079999445,134.17500079999445,0.02893960000074003,135.19290059999912,137.1112684999971,[-0.2633333333333333],[0.37083333333333335],[1],[0],[0],[2.9718185999954585],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
75,0,75,0,137.1835071999958,,137.114560099988,10,137.1835071999958,137.1835071999958,0.03164590000233147,138.23170099999697,138.79466829999,[0.26666666666666666],[0.48],[1],[0],[0],[1.648559999986901],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
76,0,76,0,138.89470879999863,,138.80003669999132,10,138.89470879999863,138.89470879999863,0.04400409999652766,139.92375549999997,140.65179009998974,[-0.20916666666666667],[0.205],[1],[0],[0],[1.8082260999944992],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
77,0,77,0,140.73392539999622,,140.6548693999939,10,140.73392539999622,140.73392539999622,0.03134159999899566,141.82660929999838,142.37827409998863,[0.2658333333333333],[0.45416666666666666],[1],[0],[0],[1.6922816000005696],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
78,0,78,0,142.46999679999135,,142.38165659998776,10,142.46999679999135,142.46999679999135,0.032867200003238395,143.57066620000114,144.61289969999052,[-0.16666666666666666],[-0.06833333333333333],[1],[0],[0],[2.198393999991822],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
79,0,79,0,144.7388850999996,,144.61792259999493,10,144.7388850999996,144.7388850999996,0.04873980001138989,145.8225201999885,145.94342219999817,[-0.4766666666666667],[0.16083333333333333],[1],[0],[0],[1.2773620999942068],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
80,0,80,0,146.04391239999677,,145.9468734999973,10,146.04391239999677,146.04391239999677,0.03204570000525564,147.1064505999966,147.85979569998744,[-0.41333333333333333],[0.39166666666666666],[1],[0],[0],[1.8810632999957306],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
81,0,81,0,147.97244359999604,,147.86337779999303,10,147.97244359999604,147.97244359999604,0.03244300000369549,149.02850000000035,149.42642829999386,[-0.21333333333333335],[0.21416666666666667],[1],[0],[0],[1.530880399994203],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
82,0,82,0,149.45627460000105,,149.43002439998963,5,149.45627460000105,149.45627460000105,0.016665500006638467,150.46825349998835,151.14083499999833,[-0.049166666666666664],[0.0016666666666666668],[1],[0],[0],[1.694253800000297],['target'],604336,001,2024-10-10_15h42.27.798,visual search,2024.1.5,None,2024-10-10 15h42.35.971291 +0530,
