trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,fixation.stopped,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
76,0,76,0,142.7427239999961,,142.69138720000046,10,142.7427239999961,142.7427239999961,0.034307499998249114,143.76980119998916,144.20354039999074,[0.07583333333333334],[-0.4091666666666667],[1],[0],[0],[1.478099600004498],['target'],564319,001,2024-10-10_16h19.38.940,visual search,2024.1.5,None,2024-10-10 16h20.28.384310 +0530,
77,0,77,0,144.23572419999982,,144.20694899999944,5,144.23572419999982,144.23572419999982,0.019249099990702234,145.23644429999695,146.32251769999857,[-0.44583333333333336],[0.25333333333333335],[1],[0],[0],[2.0965247999993153],['target'],564319,001,2024-10-10_16h19.38.940,visual search,2024.1.5,None,2024-10-10 16h20.28.384310 +0530,
78,0,78,0,146.37880069999665,,146.32644649999565,10,146.37880069999665,146.37880069999665,0.0361272000009194,147.38561339999433,148.16468799998984,[0.2275],[-0.37916666666666665],[1],[0],[0],[1.8023616999998922],['target'],564319,001,2024-10-10_16h19.38.940,visual search,2024.1.5,None,2024-10-10 16h20.28.384310 +0530,
79,0,79,0,148.22520659999282,,148.16982739999366,10,148.22520659999282,148.22520659999282,0.03307029999268707,149.25154050000128,149.21849869999278,[0.18833333333333332],[-0.39166666666666666],[1],[0],[0],[1.0158732999989297],['target'],564319,001,2024-10-10_16h19.38.940,visual search,2024.1.5,None,2024-10-10 16h20.28.384310 +0530,
80,0,80,0,149.25154050000128,,149.22172669999418,5,149.25154050000128,149.25154050000128,0.019718399998964742,150.25260709998838,151.0241551999934,[-0.37916666666666665],[-0.3925],[1],[0],[0],[1.7827944999880856],['target'],564319,001,2024-10-10_16h19.38.940,visual search,2024.1.5,None,2024-10-10 16h20.28.384310 +0530,
81,0,81,0,151.05836169999384,,151.0279765999876,5,151.05836169999384,151.05836169999384,0.02104910000343807,152.07015789998695,152.8061183999962,[-0.2683333333333333],[0.4475],[1],[0],[0],[1.7573703000089154],['target'],564319,001,2024-10-10_16h19.38.940,visual search,2024.1.5,None,2024-10-10 16h20.28.384310 +0530,
82,0,82,0,152.8636392999906,,152.81172519999382,10,152.8636392999906,152.8636392999906,0.035368800003197975,153.8849443999934,157.52768659999128,[-0.13083333333333333],[0.11166666666666666],[1],[0],[0],[4.681233999988763],['target'],564319,001,2024-10-10_16h19.38.940,visual search,2024.1.5,None,2024-10-10 16h20.28.384310 +0530,
83,0,83,0,157.58254719999968,,157.53095729999768,10,157.58254719999968,157.58254719999968,0.030587500004912727,158.59142549999524,160.03951329999836,[0.31416666666666665],[0.019166666666666665],[1],[0],[0],[2.478285400007735],['target'],564319,001,2024-10-10_16h19.38.940,visual search,2024.1.5,None,2024-10-10 16h20.28.384310 +0530,
84,0,84,0,160.10233779999544,,160.04262110000127,10,160.10233779999544,160.10233779999544,0.03370149999682326,161.1290469999949,161.19893169999705,[0.2808333333333333],[0.09916666666666667],[1],[0],[0],[1.1226738000113983],['target'],564319,001,2024-10-10_16h19.38.940,visual search,2024.1.5,None,2024-10-10 16h20.28.384310 +0530,
85,0,85,0,161.2878122999973,,161.20356669998728,10,161.2878122999973,161.2878122999973,0.040279099994222634,162.30747549999796,164.0125371999893,[-0.21833333333333332],[0.005833333333333334],[1],[0],[0],[2.768931899991003],['target'],564319,001,2024-10-10_16h19.38.940,visual search,2024.1.5,None,2024-10-10 16h20.28.384310 +0530,
86,0,86,0,164.04477939999197,,164.01762369999778,5,164.04477939999197,164.04477939999197,0.017979900003410876,165.053216100001,165.30784479998692,[-0.24583333333333332],[-0.25916666666666666],[1],[0],[0],[1.2728910000005271],['target'],564319,001,2024-10-10_16h19.38.940,visual search,2024.1.5,None,2024-10-10 16h20.28.384310 +0530,
87,0,87,0,165.36338279998745,,165.31272849999368,10,165.36338279998745,165.36338279998745,0.034372599999187514,166.37734209999326,167.0234505999979,[0.4025],[-0.4225],[1],[0],[0],[1.676331199996639],['target'],564319,001,2024-10-10_16h19.38.940,visual search,2024.1.5,None,2024-10-10 16h20.28.384310 +0530,
88,0,88,0,167.0650575999898,,167.02826449999702,5,167.0650575999898,167.0650575999898,0.025568099998054095,168.07095339999069,168.9060652999906,[0.31166666666666665],[0.3258333333333333],[1],[0],[0],[1.8525610999931814],['target'],564319,001,2024-10-10_16h19.38.940,visual search,2024.1.5,None,2024-10-10 16h20.28.384310 +0530,
