trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,fixation.stopped,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
18,0,18,0,30.247407499991823,,30.17863429999852,10,30.247407499991823,30.247407499991823,0.047309899993706495,31.264001100003952,34.60828829999082,[-0.3441666666666667],[-0.016666666666666666],[1],[0],[0],[4.382756799997878],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
19,0,19,0,34.66619499999797,,34.611329299994395,10,34.66619499999797,34.66619499999797,0.03269229999568779,35.68032289999246,36.622749399990425,[0.245],[-0.37083333333333335],[1],[0],[0],[1.9778782999928808],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
20,0,20,0,36.68892639999103,,36.62625319999643,10,36.68892639999103,36.68892639999103,0.03436379999038763,37.726245700003346,38.45659689999593,[-0.205],[0.4825],[1],[0],[0],[1.7959777000069153],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
21,0,21,0,38.49107429999276,,38.459992199990666,5,38.49107429999276,38.49107429999276,0.020235100004356354,39.50463860000309,39.8757992000028,[0.29833333333333334],[0.49],[1],[0],[0],[1.3947305000037886],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
22,0,22,0,39.9226212999929,,39.879655900003854,5,39.9226212999929,39.9226212999929,0.02446570000029169,40.9220856000029,41.36264399999345,[-0.009166666666666667],[-0.3258333333333333],[1],[0],[0],[1.4583725999982562],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
23,0,23,0,41.4400869999954,,41.36678440000105,10,41.4400869999954,41.4400869999954,0.0472857999993721,42.45965910000086,42.50658089999342,[0.10833333333333334],[-0.3358333333333333],[1],[0],[0],[1.092933499996434],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
24,0,24,0,42.58642949999194,,42.50980499999423,10,42.58642949999194,42.58642949999194,0.045107600002666004,43.62763730000006,43.74184269999387,[-0.16583333333333333],[-0.21583333333333332],[1],[0],[0],[1.1870809999963967],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
25,0,25,0,43.78856069999165,,43.74676219999674,5,43.78856069999165,43.78856069999165,0.02443249999487307,44.78818469999533,44.95977620000485,[-0.3475],[0.4166666666666667],[1],[0],[0],[1.1885822999902302],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
26,0,26,0,45.00711130000127,,44.96387229999527,5,45.00711130000127,45.00711130000127,0.028051499990397133,46.00591870000062,46.259370200001285,[-0.1075],[-0.19],[1],[0],[0],[1.2673550000035902],[],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
27,0,27,0,46.30861749999167,,46.26523809999344,5,46.30861749999167,46.30861749999167,0.025487400009296834,47.32078559999354,49.573948599994765,[-0.2783333333333333],[0.48833333333333334],[1],[0],[0],[3.2833803000103217],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
28,0,28,0,49.64633629999298,,49.579211299991584,10,49.64633629999298,49.64633629999298,0.04208140000991989,50.64801789999183,51.15783699999156,[-0.125],[0.0075],[1],[0],[0],[1.5370220000040717],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
29,0,29,0,51.205186099992716,,51.16225599999598,5,51.205186099992716,51.205186099992716,0.026061699987621978,52.20601670000178,52.37688559999515,[-0.2833333333333333],[-0.44166666666666665],[1],[0],[0],[1.1886731999984477],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
30,0,30,0,52.451072800002294,,52.382018399992376,10,52.451072800002294,52.451072800002294,0.039685399999143556,53.4583003000007,54.001000299991574,[-0.0275],[0.0575],[1],[0],[0],[1.5795619000127772],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
31,0,31,0,54.08641129999887,,54.00441629999841,10,54.08641129999887,54.08641129999887,0.044965999986743554,55.10965349999606,55.51331510000455,[0.030833333333333334],[0.04416666666666667],[1],[0],[0],[1.4638510000077076],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
32,0,32,0,55.56014069999219,,55.52264959999593,5,55.56014069999219,55.56014069999219,0.02416339999763295,56.572273300000234,56.709966099995654,[-0.02666666666666667],[-0.22083333333333333],[1],[0],[0],[1.1647303000063403],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
33,0,33,0,56.791593300004024,,56.71308770000178,10,56.791593300004024,56.791593300004024,0.044730199995683506,57.81228450000344,58.05085980000149,[0.17],[0.0925],[1],[0],[0],[1.2931504000007408],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
34,0,34,0,58.100141999995685,,58.05729739999515,5,58.100141999995685,58.100141999995685,0.02775880000262987,59.105484699990484,59.42374089999066,[0.26916666666666667],[-0.12833333333333333],[1],[0],[0],[1.3392075000010664],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
35,0,35,0,59.46668479999062,,59.42820789999678,5,59.46668479999062,59.46668479999062,0.024713799997698516,60.471997000000556,61.392429400002584,[0.16583333333333333],[0.20833333333333334],[1],[0],[0],[1.939852499999688],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
36,0,36,0,61.473075899994,,61.398044200002914,10,61.473075899994,61.473075899994,0.04440999998769257,62.47740519999934,62.598352799992426,[0.07],[0.11083333333333334],[1],[0],[0],[1.1561012000020128],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
37,0,37,0,62.681595899994136,,62.60536549999961,10,62.681595899994136,62.681595899994136,0.04423250000400003,63.69712119999167,64.20621029999165,[0.43416666666666665],[-0.43416666666666665],[1],[0],[0],[1.5575812999886693],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
38,0,38,0,64.29544129999704,,64.21048229999724,10,64.29544129999704,64.29544129999704,0.04494840001279954,65.32333119999385,65.35232520000136,[0.23916666666666667],[0.22583333333333333],[1],[0],[0],[1.0969760000007227],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
39,0,39,0,65.3892482999945,,65.35570949999965,5,65.3892482999945,65.3892482999945,0.018670699995709583,66.38851669999713,66.60897699999623,[0.44416666666666665],[-0.06],[1],[0],[0],[1.2341672999900766],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
40,0,40,0,66.67575899999065,,66.61401299999852,10,66.67575899999065,66.67575899999065,0.037719399988418445,,67.6178504999989,[0.43583333333333335],[-0.07666666666666666],[1],[0],[0],[0.9668610999942757],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
41,0,41,0,67.65778280000086,,67.62252599999192,5,67.65778280000086,67.65778280000086,0.020765799999935552,68.67253959999653,68.97602129999723,[0.42583333333333334],[-0.26916666666666667],[1],[0],[0],[1.3336434999946505],[],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
42,0,42,0,69.03453019999142,,68.97980679999455,10,69.03453019999142,69.03453019999142,0.03839200000220444,70.04531689999567,70.88217969999823,[-0.4025],[0.07083333333333333],[1],[0],[0],[1.8631754000089131],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
43,0,43,0,70.96660279999196,,70.88928319999832,10,70.96660279999196,70.96660279999196,0.04442120000021532,72.01028590000351,72.4123985000042,[-0.49666666666666665],[-0.2525],[1],[0],[0],[1.4801884000044083],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
44,0,44,0,72.46065429999726,,72.41600250000192,5,72.46065429999726,72.46065429999726,0.028092299995478243,73.47187409999606,73.576550400001,[-0.195],[-0.30416666666666664],[1],[0],[0],[1.1327179000072647],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
45,0,45,0,73.643931899991,,73.58180040000298,10,73.643931899991,73.643931899991,0.04350729999714531,74.65750279999338,74.85804890000145,[-0.30833333333333335],[-0.21916666666666668],[1],[0],[0],[1.2343498999980511],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
46,0,46,0,74.94393719999061,,74.86128199999803,10,74.94393719999061,74.94393719999061,0.05044140000245534,75.97620150000148,76.47263229999226,[0.2475],[0.2425],[1],[0],[0],[1.5609323999960907],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
47,0,47,0,76.50932879999164,,76.47780500000226,5,76.50932879999164,76.50932879999164,0.021572600002400577,77.52306829999725,77.84060119999049,[0.10916666666666666],[-0.0825],[1],[0],[0],[1.3412859000090975],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
48,0,48,0,77.87433459999738,,77.8447576000035,5,77.87433459999738,77.87433459999738,0.020324400000390597,78.88877920000232,79.35829979999107,[-0.15416666666666667],[-0.37333333333333335],[1],[0],[0],[1.493113100004848],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
49,0,49,0,79.3962293999939,,79.36210969999956,5,79.3962293999939,79.3962293999939,0.023866200004704297,80.40583570000308,80.657999499992,[-0.011666666666666667],[0.3433333333333333],[1],[0],[0],[1.2721036999864737],[],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
50,0,50,0,80.69632289999572,,80.662805999993,5,80.69632289999572,80.69632289999572,0.020634300002711825,81.70611949999875,81.80838829999266,[-0.505],[-0.13833333333333334],[1],[0],[0],[1.1251296999980696],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
51,0,51,0,81.84740420000162,,81.81309260000126,5,81.84740420000162,81.84740420000162,0.022410999998101033,82.85599270000239,82.90850229999342,[0.02666666666666667],[0.18833333333333332],[1],[0],[0],[1.0731378000054974],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
52,0,52,0,82.95393889999832,,82.91366370000469,5,82.95393889999832,82.95393889999832,0.02255939999304246,83.95611349999672,84.10846329999913,[0.09166666666666666],[0.3875],[1],[0],[0],[1.1723078999930294],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
53,0,53,0,84.15134630000102,,84.1135837000038,5,84.15134630000102,84.15134630000102,0.022550399997271597,85.15601459999743,85.3432366999914,[0.08166666666666667],[0.06166666666666667],[1],[0],[0],[1.2069799000018975],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
54,0,54,0,85.40780479999376,,85.34774250000191,10,85.40780479999376,85.40780479999376,0.03902179999568034,86.41273300000466,86.59609930000443,[-0.27666666666666667],[-0.06333333333333334],[1],[0],[0],[1.2093830999947386],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
55,0,55,0,86.65585389999615,,86.59918509999989,10,86.65585389999615,86.65585389999615,0.03288299999258015,87.68218839999463,87.74339940000209,[-0.115],[0.07333333333333333],[1],[0],[0],[1.1113713999948232],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
56,0,56,0,87.82616209999833,,87.74854709999636,10,87.82616209999833,87.82616209999833,0.04585310000402387,88.93752310000127,88.84013179999602,[-0.25916666666666666],[0.07],[1],[0],[0],[1.046717000004719],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
57,0,57,0,88.93752310000127,,88.84533589999774,10,88.93752310000127,88.93752310000127,0.05011350000859238,89.959168699992,91.05835939999088,[0.21583333333333332],[0.34],[1],[0],[0],[2.1630650000006426],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
58,0,58,0,91.09877650000271,,91.06246159999864,5,91.09877650000271,91.09877650000271,0.023896300001069903,92.10643909999635,92.17771499999799,[-0.0025],[0.21],[1],[0],[0],[1.0911074000032386],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
59,0,59,0,92.21975899999961,,92.18189569999231,5,92.21975899999961,92.21975899999961,0.02581199999258388,93.22305810000398,93.57446459999483,[-0.09916666666666667],[0.18416666666666667],[1],[0],[0],[1.3669091999909142],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
60,0,60,0,93.61321989999851,,93.57846489999793,5,93.61321989999851,93.61321989999851,0.02351890000863932,94.62288379999518,94.97580169999856,[-0.32666666666666666],[-0.22833333333333333],[1],[0],[0],[1.3737075999961235],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
61,0,61,0,95.01517109999259,,94.98042920000444,5,95.01517109999259,95.01517109999259,0.021848799995495938,96.02330790000269,96.29179760000261,[0.3541666666666667],[0.1475],[1],[0],[0],[1.2895334000058938],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
62,0,62,0,96.3309248000005,,96.29698719999578,5,96.3309248000005,96.3309248000005,0.022866799990879372,97.33881400000246,97.95777890000318,[-0.49833333333333335],[0.11166666666666666],[1],[0],[0],[1.6384208999952534],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
63,0,63,0,98.0313857000001,,97.96266049999394,10,98.0313857000001,98.0313857000001,0.045429699996020645,99.05269719999342,99.99265829999058,[0.1175],[-0.17333333333333334],[1],[0],[0],[1.9850085000070976],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
64,0,64,0,100.05140299999039,,99.99613519999548,10,100.05140299999039,100.05140299999039,0.03198899999551941,101.0632595999923,102.09864539999398,[0.23166666666666666],[0.0775],[1],[0],[0],[2.070836800005054],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
65,0,65,0,102.17675939999754,,102.10322819999419,10,102.17675939999754,102.17675939999754,0.033450699993409216,103.2264828000043,104.18375260000175,[-0.5],[-0.2841666666666667],[1],[0],[0],[2.0472653999895556],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
66,0,66,0,104.27719169999182,,104.18995060000452,10,104.27719169999182,104.27719169999182,0.04401730000972748,105.32332860000315,105.74693529999058,[0.0375],[-0.049166666666666664],[1],[0],[0],[1.5134410000027856],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
67,0,67,0,105.78461889999744,,105.75344990000303,5,105.78461889999744,105.78461889999744,0.020920099996146746,106.7907367000007,107.19488039999851,[0.10666666666666667],[0.43666666666666665],[1],[0],[0],[1.4207001000031596],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
68,0,68,0,107.23669859999791,,107.19865629999549,5,107.23669859999791,107.23669859999791,0.026030399996670894,,108.10720549999678,[-0.4125],[0.06916666666666667],[1],[0],[0],[0.8828814000007696],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
69,0,69,0,108.14718519999587,,108.11048750000191,5,108.14718519999587,108.14718519999587,0.02532719999726396,109.15633669999079,109.20738419999543,[-0.3566666666666667],[0.43916666666666665],[1],[0],[0],[1.0717189999995753],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
70,0,70,0,109.248728999999,,109.21099269999831,5,109.248728999999,109.248728999999,0.025473500005318783,110.25703919999069,110.80854919999547,[0.4025],[0.265],[1],[0],[0],[1.5719711999990977],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
71,0,71,0,110.84437099999923,,110.81392719999712,5,110.84437099999923,110.84437099999923,0.019777599998633377,111.85587299999315,112.093924899993,[-0.3858333333333333],[-0.275],[1],[0],[0],[1.260309999997844],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
72,0,72,0,112.1338451999909,,112.10023490000458,5,112.1338451999909,112.1338451999909,0.025192300003254786,113.14046129999042,113.44321630000195,[0.0008333333333333334],[0.3925],[1],[0],[0],[1.3192100000014761],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
73,0,73,0,113.48533820000011,,113.44743359999848,5,113.48533820000011,113.48533820000011,0.02643930001067929,114.4905512999976,115.37894070000038,[0.4725],[0.2758333333333333],[1],[0],[0],[1.9048161999962758],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
74,0,74,0,115.44051020000188,,115.38476210000226,10,115.44051020000188,115.44051020000188,0.036907700006850064,116.45732169999974,116.71608739999647,[0.05583333333333333],[-0.3283333333333333],[1],[0],[0],[1.2945628000015859],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
75,0,75,0,116.79001969999808,,116.72188430000097,10,116.79001969999808,116.79001969999808,0.04375640000216663,117.804361100003,118.15949049999472,[0.06333333333333334],[0.31833333333333336],[1],[0],[0],[1.394872699995176],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
76,0,76,0,118.24286149999534,,118.16405669999949,10,118.24286149999534,118.24286149999534,0.042697700002463534,119.27178249999997,119.49698229999922,[-0.2866666666666667],[0.24583333333333332],[1],[0],[0],[1.2905213000049116],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
77,0,77,0,119.58019069999864,,119.50018970000383,10,119.58019069999864,119.58019069999864,0.04008669999893755,120.63107649999438,120.93699129999732,[-0.45166666666666666],[-0.1],[1],[0],[0],[1.3967279999924358],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
78,0,78,0,121.02511039999081,,120.94168609999178,10,121.02511039999081,121.02511039999081,0.03318980000040028,122.07497469999362,123.13503279999713,[-0.3275],[-0.14166666666666666],[1],[0],[0],[2.1600814999983413],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
79,0,79,0,123.16886419999355,,123.13856949999172,5,123.16886419999355,123.16886419999355,0.018946299998788163,124.17396089999238,125.24637229999644,[0.4175],[0.07333333333333333],[1],[0],[0],[2.089075399999274],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
80,0,80,0,125.32457630000135,,125.25027170000249,10,125.32457630000135,125.32457630000135,0.04769300000043586,126.34253339999123,127.53649450000376,[-0.4008333333333333],[-0.2625],[1],[0],[0],[2.238622300006682],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
81,0,81,0,127.61962280000444,,127.54074729999411,10,127.61962280000444,127.61962280000444,0.04847419999714475,128.64846640000178,130.04352779999317,[-0.43166666666666664],[0.49916666666666665],[1],[0],[0],[2.4546607000083895],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
82,0,82,0,130.0765379999939,,130.0467701000016,5,130.0765379999939,130.0765379999939,0.01680379999743309,131.09015139999974,131.2951802000025,[-0.10416666666666667],[-0.07083333333333333],[1],[0],[0],[1.2312802000087686],['target'],067869,001,2024-10-10_16h13.41.212,visual search,2024.1.5,None,2024-10-10 16h13.49.054253 +0530,
